publication,n,sync,x,y,z,i,j,k,i_,j_,k_,dist,atlas_idx,atlas_region
Lu 2019b 1,50.0,0.0,57.0,-2.0,51.0,73,62,61,73,62,61,0.0,63.0,RH_SomMot_5
Lu 2019b 1,50.0,0.0,60.0,-29.0,54.0,75,48,63,75,48,63,0.0,81.0,RH_Cont_Par_1
Lu 2019b 1,50.0,0.0,51.0,-54.0,56.0,70,36,64,70,36,64,0.0,82.0,RH_Cont_Par_2
Lu 2019b 1,50.0,0.0,31.0,-70.0,56.0,60,28,64,60,28,64,0.0,70.0,RH_DorsAttn_Post_4
Lu 2019b 1,50.0,0.0,52.0,-11.0,59.0,71,57,65,71,57,65,0.0,64.0,RH_SomMot_6
Lu 2019b 1,50.0,0.0,45.0,-34.0,66.0,67,46,69,67,46,69,0.0,64.0,RH_SomMot_6
Lu 2019b 1,50.0,0.0,32.0,-59.0,68.0,61,33,70,60,33,70,1.0,70.0,RH_DorsAttn_Post_4
Lu 2019b 2,52.0,0.0,-40.0,61.0,0.0,25,93,36,25,93,36,0.0,43.0,LH_Default_PFC_2
Lu 2019b 2,52.0,0.0,-16.0,73.0,5.0,37,99,38,37,98,38,1.0,45.0,LH_Default_PFC_4
Lu 2019b 2,52.0,0.0,18.0,73.0,4.0,54,99,38,54,99,38,0.0,83.0,RH_Cont_PFCl_1
Lu 2019b 2,52.0,0.0,41.0,63.0,1.0,65,94,36,65,94,36,0.0,83.0,RH_Cont_PFCl_1
Lu 2019b 2,52.0,0.0,-48.0,49.0,8.0,21,87,40,21,87,40,0.0,35.0,LH_Cont_PFCl_1
Lu 2019b 2,52.0,0.0,-28.0,66.0,15.0,31,96,43,31,96,43,0.0,45.0,LH_Default_PFC_4
Lu 2019b 2,52.0,0.0,7.0,71.0,18.0,48,98,45,48,97,45,1.0,96.0,RH_Default_PFCdPFCm_1
Lu 2019b 2,52.0,0.0,30.0,67.0,14.0,60,96,43,59,96,43,1.0,83.0,RH_Cont_PFCl_1
Lu 2019b 2,52.0,0.0,49.0,52.0,9.0,69,89,40,69,89,39,1.0,84.0,RH_Cont_PFCl_2
Lu 2019b 2,52.0,0.0,-41.0,53.0,24.0,24,89,48,25,89,47,1.4142135623730951,27.0,LH_SalVentAttn_PFCl_1
Lu 2019b 2,52.0,0.0,-14.0,65.0,29.0,38,95,50,38,95,50,0.0,46.0,LH_Default_PFC_5
Lu 2019b 2,52.0,0.0,16.0,67.0,28.0,53,96,50,53,95,50,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2019b 2,52.0,0.0,42.0,56.0,23.0,66,91,47,66,90,47,1.0,84.0,RH_Cont_PFCl_2
Lu 2019b 2,52.0,0.0,-47.0,35.0,33.0,21,80,52,21,80,52,0.0,35.0,LH_Cont_PFCl_1
Lu 2019b 2,52.0,0.0,-26.0,53.0,36.0,32,89,54,32,89,54,0.0,46.0,LH_Default_PFC_5
Lu 2019b 2,52.0,0.0,3.0,58.0,39.0,46,92,55,47,92,55,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2019b 2,52.0,0.0,30.0,54.0,34.0,60,90,53,60,90,53,0.0,85.0,RH_Cont_PFCl_3
Lu 2019b 2,52.0,0.0,50.0,38.0,30.0,70,82,51,70,82,51,0.0,84.0,RH_Cont_PFCl_2
Lu 2019b 2,52.0,0.0,-35.0,36.0,46.0,27,81,59,27,80,59,1.0,27.0,LH_SalVentAttn_PFCl_1
Lu 2019b 2,52.0,0.0,-11.0,50.0,49.0,39,88,60,39,88,60,0.0,46.0,LH_Default_PFC_5
Lu 2019b 2,52.0,0.0,16.0,51.0,48.0,53,88,60,53,88,59,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2019b 2,52.0,0.0,39.0,39.0,43.0,64,82,57,64,82,57,0.0,85.0,RH_Cont_PFCl_3
Lu 2019b 2,52.0,0.0,73.0,-25.0,-5.0,81,50,33,80,50,33,1.0,93.0,RH_Default_Temp_3
Lu 2019b 2,52.0,0.0,69.0,-50.0,0.0,79,38,36,79,38,36,0.0,91.0,RH_Default_Temp_1
Lu 2019b 2,52.0,0.0,53.0,-78.0,-5.0,71,24,33,71,24,33,0.0,53.0,RH_Vis_3
Lu 2019b 2,52.0,0.0,71.0,-13.0,8.0,80,56,40,80,55,40,1.0,59.0,RH_SomMot_1
Lu 2019b 2,52.0,0.0,71.0,-39.0,12.0,80,43,42,79,43,42,1.0,74.0,RH_SalVentAttn_TempOccPar_1
Lu 2019b 2,52.0,0.0,62.0,-62.0,14.0,76,32,43,76,33,43,1.0,67.0,RH_DorsAttn_Post_1
Lu 2019b 2,52.0,0.0,46.0,-87.0,6.0,68,19,39,67,19,39,1.0,57.0,RH_Vis_7
Lu 2019b 2,52.0,0.0,70.0,-23.0,26.0,80,51,49,79,51,49,1.0,75.0,RH_SalVentAttn_TempOccPar_2
Lu 2019b 2,52.0,0.0,66.0,-50.0,27.0,78,38,49,78,38,49,0.0,90.0,RH_Default_Par_1
Lu 2019b 2,52.0,0.0,53.0,-75.0,24.0,71,25,48,71,26,48,1.0,67.0,RH_DorsAttn_Post_1
Lu 2019b 2,52.0,0.0,68.0,-6.0,32.0,79,60,52,78,60,52,1.0,62.0,RH_SomMot_4
Lu 2019b 2,52.0,0.0,68.0,-34.0,40.0,79,46,56,78,46,56,1.0,81.0,RH_Cont_Par_1
Lu 2019b 2,52.0,0.0,59.0,-60.0,38.0,74,33,55,74,33,55,0.0,90.0,RH_Default_Par_1
Lu 2019b 2,52.0,0.0,43.0,-81.0,35.0,66,22,53,66,22,53,0.0,67.0,RH_DorsAttn_Post_1
Lu 2019b 2,52.0,0.0,65.0,-20.0,46.0,77,53,59,77,53,59,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Lu 2019b 2,52.0,0.0,61.0,-43.0,50.0,75,41,61,75,41,61,0.0,81.0,RH_Cont_Par_1
Lu 2019b 2,52.0,0.0,48.0,-68.0,49.0,69,29,60,69,29,60,0.0,82.0,RH_Cont_Par_2
Lu 2019b 2,52.0,0.0,57.0,-2.0,51.0,73,62,61,73,62,61,0.0,63.0,RH_SomMot_5
Lu 2019b 2,52.0,0.0,60.0,-29.0,54.0,75,48,63,75,48,63,0.0,81.0,RH_Cont_Par_1
Lu 2019b 2,52.0,0.0,51.0,-54.0,56.0,70,36,64,70,36,64,0.0,82.0,RH_Cont_Par_2
Lu 2019b 2,52.0,0.0,31.0,-70.0,56.0,60,28,64,60,28,64,0.0,70.0,RH_DorsAttn_Post_4
Lu 2019b 2,52.0,0.0,52.0,-11.0,59.0,71,57,65,71,57,65,0.0,64.0,RH_SomMot_6
Lu 2019b 2,52.0,0.0,45.0,-34.0,66.0,67,46,69,67,46,69,0.0,64.0,RH_SomMot_6
Lu 2019b 2,52.0,0.0,32.0,-59.0,68.0,61,33,70,60,33,70,1.0,70.0,RH_DorsAttn_Post_4
Lu 2020a,132.0,0.0,-40.0,61.0,0.0,25,93,36,25,93,36,0.0,43.0,LH_Default_PFC_2
Lu 2020a,132.0,0.0,-16.0,73.0,5.0,37,99,38,37,98,38,1.0,45.0,LH_Default_PFC_4
Lu 2020a,132.0,0.0,18.0,73.0,4.0,54,99,38,54,99,38,0.0,83.0,RH_Cont_PFCl_1
Lu 2020a,132.0,0.0,41.0,63.0,1.0,65,94,36,65,94,36,0.0,83.0,RH_Cont_PFCl_1
Lu 2020a,132.0,0.0,-48.0,49.0,8.0,21,87,40,21,87,40,0.0,35.0,LH_Cont_PFCl_1
Lu 2020a,132.0,0.0,-28.0,66.0,15.0,31,96,43,31,96,43,0.0,45.0,LH_Default_PFC_4
Lu 2020a,132.0,0.0,7.0,71.0,18.0,48,98,45,48,97,45,1.0,96.0,RH_Default_PFCdPFCm_1
Lu 2020a,132.0,0.0,30.0,67.0,14.0,60,96,43,59,96,43,1.0,83.0,RH_Cont_PFCl_1
Lu 2020a,132.0,0.0,49.0,52.0,9.0,69,89,40,69,89,39,1.0,84.0,RH_Cont_PFCl_2
Lu 2020a,132.0,0.0,-41.0,53.0,24.0,24,89,48,25,89,47,1.4142135623730951,27.0,LH_SalVentAttn_PFCl_1
Lu 2020a,132.0,0.0,-14.0,65.0,29.0,38,95,50,38,95,50,0.0,46.0,LH_Default_PFC_5
Lu 2020a,132.0,0.0,16.0,67.0,28.0,53,96,50,53,95,50,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2020a,132.0,0.0,42.0,56.0,23.0,66,91,47,66,90,47,1.0,84.0,RH_Cont_PFCl_2
Lu 2020a,132.0,0.0,-47.0,35.0,33.0,21,80,52,21,80,52,0.0,35.0,LH_Cont_PFCl_1
Lu 2020a,132.0,0.0,-26.0,53.0,36.0,32,89,54,32,89,54,0.0,46.0,LH_Default_PFC_5
Lu 2020a,132.0,0.0,3.0,58.0,39.0,46,92,55,47,92,55,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2020a,132.0,0.0,30.0,54.0,34.0,60,90,53,60,90,53,0.0,85.0,RH_Cont_PFCl_3
Lu 2020a,132.0,0.0,50.0,38.0,30.0,70,82,51,70,82,51,0.0,84.0,RH_Cont_PFCl_2
Lu 2020a,132.0,0.0,-35.0,36.0,46.0,27,81,59,27,80,59,1.0,27.0,LH_SalVentAttn_PFCl_1
Lu 2020a,132.0,0.0,-11.0,50.0,49.0,39,88,60,39,88,60,0.0,46.0,LH_Default_PFC_5
Lu 2020a,132.0,0.0,16.0,51.0,48.0,53,88,60,53,88,59,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2020a,132.0,0.0,39.0,39.0,43.0,64,82,57,64,82,57,0.0,85.0,RH_Cont_PFCl_3
Lu 2020a,132.0,0.0,73.0,-25.0,-5.0,81,50,33,80,50,33,1.0,93.0,RH_Default_Temp_3
Lu 2020a,132.0,0.0,69.0,-50.0,0.0,79,38,36,79,38,36,0.0,91.0,RH_Default_Temp_1
Lu 2020a,132.0,0.0,53.0,-78.0,-5.0,71,24,33,71,24,33,0.0,53.0,RH_Vis_3
Lu 2020a,132.0,0.0,71.0,-13.0,8.0,80,56,40,80,55,40,1.0,59.0,RH_SomMot_1
Lu 2020a,132.0,0.0,71.0,-39.0,12.0,80,43,42,79,43,42,1.0,74.0,RH_SalVentAttn_TempOccPar_1
Lu 2020a,132.0,0.0,62.0,-62.0,14.0,76,32,43,76,33,43,1.0,67.0,RH_DorsAttn_Post_1
Lu 2020a,132.0,0.0,46.0,-87.0,6.0,68,19,39,67,19,39,1.0,57.0,RH_Vis_7
Lu 2020a,132.0,0.0,70.0,-23.0,26.0,80,51,49,79,51,49,1.0,75.0,RH_SalVentAttn_TempOccPar_2
Lu 2020a,132.0,0.0,66.0,-50.0,27.0,78,38,49,78,38,49,0.0,90.0,RH_Default_Par_1
Lu 2020a,132.0,0.0,53.0,-75.0,24.0,71,25,48,71,26,48,1.0,67.0,RH_DorsAttn_Post_1
Lu 2020a,132.0,0.0,68.0,-6.0,32.0,79,60,52,78,60,52,1.0,62.0,RH_SomMot_4
Lu 2020a,132.0,0.0,68.0,-34.0,40.0,79,46,56,78,46,56,1.0,81.0,RH_Cont_Par_1
Lu 2020a,132.0,0.0,59.0,-60.0,38.0,74,33,55,74,33,55,0.0,90.0,RH_Default_Par_1
Lu 2020a,132.0,0.0,43.0,-81.0,35.0,66,22,53,66,22,53,0.0,67.0,RH_DorsAttn_Post_1
Lu 2020a,132.0,0.0,65.0,-20.0,46.0,77,53,59,77,53,59,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Lu 2020a,132.0,0.0,61.0,-43.0,50.0,75,41,61,75,41,61,0.0,81.0,RH_Cont_Par_1
Lu 2020a,132.0,0.0,48.0,-68.0,49.0,69,29,60,69,29,60,0.0,82.0,RH_Cont_Par_2
Lu 2020a,132.0,0.0,57.0,-2.0,51.0,73,62,61,73,62,61,0.0,63.0,RH_SomMot_5
Lu 2020a,132.0,0.0,60.0,-29.0,54.0,75,48,63,75,48,63,0.0,81.0,RH_Cont_Par_1
Lu 2020a,132.0,0.0,51.0,-54.0,56.0,70,36,64,70,36,64,0.0,82.0,RH_Cont_Par_2
Lu 2020a,132.0,1.0,31.0,-70.0,56.0,60,28,64,60,28,64,0.0,70.0,RH_DorsAttn_Post_4
Lu 2020a,132.0,0.0,52.0,-11.0,59.0,71,57,65,71,57,65,0.0,64.0,RH_SomMot_6
Lu 2020a,132.0,0.0,45.0,-34.0,66.0,67,46,69,67,46,69,0.0,64.0,RH_SomMot_6
Lu 2020a,132.0,0.0,32.0,-59.0,68.0,61,33,70,60,33,70,1.0,70.0,RH_DorsAttn_Post_4
Lu 2020b,54.0,0.0,-40.0,61.0,0.0,25,93,36,25,93,36,0.0,43.0,LH_Default_PFC_2
Lu 2020b,54.0,0.0,-16.0,73.0,5.0,37,99,38,37,98,38,1.0,45.0,LH_Default_PFC_4
Lu 2020b,54.0,0.0,18.0,73.0,4.0,54,99,38,54,99,38,0.0,83.0,RH_Cont_PFCl_1
Lu 2020b,54.0,0.0,41.0,63.0,1.0,65,94,36,65,94,36,0.0,83.0,RH_Cont_PFCl_1
Lu 2020b,54.0,0.0,-48.0,49.0,8.0,21,87,40,21,87,40,0.0,35.0,LH_Cont_PFCl_1
Lu 2020b,54.0,0.0,-28.0,66.0,15.0,31,96,43,31,96,43,0.0,45.0,LH_Default_PFC_4
Lu 2020b,54.0,0.0,7.0,71.0,18.0,48,98,45,48,97,45,1.0,96.0,RH_Default_PFCdPFCm_1
Lu 2020b,54.0,0.0,30.0,67.0,14.0,60,96,43,59,96,43,1.0,83.0,RH_Cont_PFCl_1
Lu 2020b,54.0,0.0,49.0,52.0,9.0,69,89,40,69,89,39,1.0,84.0,RH_Cont_PFCl_2
Lu 2020b,54.0,0.0,-41.0,53.0,24.0,24,89,48,25,89,47,1.4142135623730951,27.0,LH_SalVentAttn_PFCl_1
Lu 2020b,54.0,0.0,-14.0,65.0,29.0,38,95,50,38,95,50,0.0,46.0,LH_Default_PFC_5
Lu 2020b,54.0,0.0,16.0,67.0,28.0,53,96,50,53,95,50,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2020b,54.0,0.0,42.0,56.0,23.0,66,91,47,66,90,47,1.0,84.0,RH_Cont_PFCl_2
Lu 2020b,54.0,0.0,-47.0,35.0,33.0,21,80,52,21,80,52,0.0,35.0,LH_Cont_PFCl_1
Lu 2020b,54.0,0.0,-26.0,53.0,36.0,32,89,54,32,89,54,0.0,46.0,LH_Default_PFC_5
Lu 2020b,54.0,0.0,3.0,58.0,39.0,46,92,55,47,92,55,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2020b,54.0,0.0,30.0,54.0,34.0,60,90,53,60,90,53,0.0,85.0,RH_Cont_PFCl_3
Lu 2020b,54.0,0.0,50.0,38.0,30.0,70,82,51,70,82,51,0.0,84.0,RH_Cont_PFCl_2
Lu 2020b,54.0,0.0,-35.0,36.0,46.0,27,81,59,27,80,59,1.0,27.0,LH_SalVentAttn_PFCl_1
Lu 2020b,54.0,0.0,-11.0,50.0,49.0,39,88,60,39,88,60,0.0,46.0,LH_Default_PFC_5
Lu 2020b,54.0,0.0,16.0,51.0,48.0,53,88,60,53,88,59,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2020b,54.0,0.0,39.0,39.0,43.0,64,82,57,64,82,57,0.0,85.0,RH_Cont_PFCl_3
Lu 2020b,54.0,0.0,73.0,-25.0,-5.0,81,50,33,80,50,33,1.0,93.0,RH_Default_Temp_3
Lu 2020b,54.0,0.0,69.0,-50.0,0.0,79,38,36,79,38,36,0.0,91.0,RH_Default_Temp_1
Lu 2020b,54.0,0.0,53.0,-78.0,-5.0,71,24,33,71,24,33,0.0,53.0,RH_Vis_3
Lu 2020b,54.0,0.0,71.0,-13.0,8.0,80,56,40,80,55,40,1.0,59.0,RH_SomMot_1
Lu 2020b,54.0,0.0,71.0,-39.0,12.0,80,43,42,79,43,42,1.0,74.0,RH_SalVentAttn_TempOccPar_1
Lu 2020b,54.0,0.0,62.0,-62.0,14.0,76,32,43,76,33,43,1.0,67.0,RH_DorsAttn_Post_1
Lu 2020b,54.0,0.0,46.0,-87.0,6.0,68,19,39,67,19,39,1.0,57.0,RH_Vis_7
Lu 2020b,54.0,0.0,70.0,-23.0,26.0,80,51,49,79,51,49,1.0,75.0,RH_SalVentAttn_TempOccPar_2
Lu 2020b,54.0,0.0,66.0,-50.0,27.0,78,38,49,78,38,49,0.0,90.0,RH_Default_Par_1
Lu 2020b,54.0,0.0,53.0,-75.0,24.0,71,25,48,71,26,48,1.0,67.0,RH_DorsAttn_Post_1
Lu 2020b,54.0,0.0,68.0,-6.0,32.0,79,60,52,78,60,52,1.0,62.0,RH_SomMot_4
Lu 2020b,54.0,0.0,68.0,-34.0,40.0,79,46,56,78,46,56,1.0,81.0,RH_Cont_Par_1
Lu 2020b,54.0,0.0,59.0,-60.0,38.0,74,33,55,74,33,55,0.0,90.0,RH_Default_Par_1
Lu 2020b,54.0,0.0,43.0,-81.0,35.0,66,22,53,66,22,53,0.0,67.0,RH_DorsAttn_Post_1
Lu 2020b,54.0,0.0,65.0,-20.0,46.0,77,53,59,77,53,59,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Lu 2020b,54.0,0.0,61.0,-43.0,50.0,75,41,61,75,41,61,0.0,81.0,RH_Cont_Par_1
Lu 2020b,54.0,1.0,48.0,-68.0,49.0,69,29,60,69,29,60,0.0,82.0,RH_Cont_Par_2
Lu 2020b,54.0,0.0,57.0,-2.0,51.0,73,62,61,73,62,61,0.0,63.0,RH_SomMot_5
Lu 2020b,54.0,0.0,60.0,-29.0,54.0,75,48,63,75,48,63,0.0,81.0,RH_Cont_Par_1
Lu 2020b,54.0,0.0,51.0,-54.0,56.0,70,36,64,70,36,64,0.0,82.0,RH_Cont_Par_2
Lu 2020b,54.0,0.0,31.0,-70.0,56.0,60,28,64,60,28,64,0.0,70.0,RH_DorsAttn_Post_4
Lu 2020b,54.0,0.0,52.0,-11.0,59.0,71,57,65,71,57,65,0.0,64.0,RH_SomMot_6
Lu 2020b,54.0,0.0,45.0,-34.0,66.0,67,46,69,67,46,69,0.0,64.0,RH_SomMot_6
Lu 2020b,54.0,0.0,32.0,-59.0,68.0,61,33,70,60,33,70,1.0,70.0,RH_DorsAttn_Post_4
Nozawa 2016,48.0,1.0,2.0,67.0,1.0,46,96,36,46,96,36,0.0,96.0,RH_Default_PFCdPFCm_1
Nozawa 2019,64.0,0.0,15.0,70.0,0.0,52,98,36,52,98,36,0.0,83.0,RH_Cont_PFCl_1
Nozawa 2019,64.0,1.0,-30.0,62.0,1.0,30,94,36,30,94,36,0.0,45.0,LH_Default_PFC_4
Pan 2017 1,34.0,0.0,28.728704,-53.674235,70.812002,59,36,71,59,36,71,0.0,71.0,RH_DorsAttn_Post_5
Pan 2017 1,34.0,0.0,35.975105,-29.294369,70.733513,62,48,71,62,48,71,0.0,64.0,RH_SomMot_6
Pan 2017 1,34.0,0.0,34.224085,-1.428558,65.558326,62,62,68,62,62,68,0.0,73.0,RH_DorsAttn_FEF_1
Pan 2017 1,34.0,0.0,27.546985,24.618536,58.162993,58,75,65,58,75,65,0.0,98.0,RH_Default_PFCdPFCm_3
Pan 2017 1,34.0,0.0,32.382865,-63.833502,61.618435,61,31,66,61,31,66,0.0,70.0,RH_DorsAttn_Post_4
Pan 2017 1,34.0,0.0,43.341649,-42.837022,63.307232,66,41,67,66,41,67,0.0,69.0,RH_DorsAttn_Post_3
Pan 2017 1,34.0,0.0,47.637075,-17.525517,62.572612,68,54,67,68,54,67,0.0,64.0,RH_SomMot_6
Pan 2017 1,34.0,0.0,42.479156,13.33817,56.744275,66,69,64,66,69,64,0.0,86.0,RH_Cont_PFCl_4
Pan 2017 1,34.0,0.0,33.831989,37.74291,46.075136,61,81,59,61,81,59,0.0,85.0,RH_Cont_PFCl_3
Pan 2017 1,34.0,0.0,49.679563,-55.48813,55.367587,69,35,63,69,35,63,0.0,82.0,RH_Cont_Par_2
Pan 2017 1,34.0,0.0,56.892222,-31.29763,54.814093,73,47,63,73,47,63,0.0,81.0,RH_Cont_Par_1
Pan 2017 1,34.0,0.0,54.49396,-4.250777,50.687377,72,60,61,72,60,61,0.0,63.0,RH_SomMot_5
Pan 2017 1,34.0,0.0,47.425642,24.55236,43.405489,68,75,57,68,75,57,0.0,86.0,RH_Cont_PFCl_4
Pan 2017 1,34.0,0.0,48.364523,-68.790742,43.829943,69,28,57,69,28,57,0.0,82.0,RH_Cont_Par_2
Pan 2017 1,34.0,0.0,60.374034,-45.136857,46.83679,75,40,59,75,40,59,0.0,81.0,RH_Cont_Par_1
Pan 2017 1,34.0,0.0,63.881777,-20.283019,43.968155,76,52,57,76,52,57,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Pan 2017 1,34.0,0.0,58.80477,7.956438,36.562768,74,66,54,74,66,54,0.0,72.0,RH_DorsAttn_PrCv_1
Pan 2017 1,34.0,0.0,50.694572,36.733251,27.048857,70,81,49,70,81,49,0.0,84.0,RH_Cont_PFCl_2
Pan 2017 1,34.0,0.0,59.420461,-59.030892,33.703702,74,33,52,74,33,52,0.0,90.0,RH_Default_Par_1
Pan 2017 1,34.0,1.0,67.529496,-33.39893,34.901476,78,46,53,78,46,53,0.0,81.0,RH_Cont_Par_1
Pan 2017 1,34.0,0.0,66.866698,-7.182057,29.097902,78,59,50,78,59,50,0.0,62.0,RH_SomMot_4
Pan 2017 1,34.0,0.0,59.485501,21.368661,20.43222,74,73,46,74,73,46,0.0,95.0,RH_Default_PFCv_2
Pan 2017 2,32.0,0.0,28.728704,-53.674235,70.812002,59,36,71,59,36,71,0.0,71.0,RH_DorsAttn_Post_5
Pan 2017 2,32.0,0.0,35.975105,-29.294369,70.733513,62,48,71,62,48,71,0.0,64.0,RH_SomMot_6
Pan 2017 2,32.0,0.0,34.224085,-1.428558,65.558326,62,62,68,62,62,68,0.0,73.0,RH_DorsAttn_FEF_1
Pan 2017 2,32.0,0.0,27.546985,24.618536,58.162993,58,75,65,58,75,65,0.0,98.0,RH_Default_PFCdPFCm_3
Pan 2017 2,32.0,0.0,32.382865,-63.833502,61.618435,61,31,66,61,31,66,0.0,70.0,RH_DorsAttn_Post_4
Pan 2017 2,32.0,0.0,43.341649,-42.837022,63.307232,66,41,67,66,41,67,0.0,69.0,RH_DorsAttn_Post_3
Pan 2017 2,32.0,0.0,47.637075,-17.525517,62.572612,68,54,67,68,54,67,0.0,64.0,RH_SomMot_6
Pan 2017 2,32.0,0.0,42.479156,13.33817,56.744275,66,69,64,66,69,64,0.0,86.0,RH_Cont_PFCl_4
Pan 2017 2,32.0,0.0,33.831989,37.74291,46.075136,61,81,59,61,81,59,0.0,85.0,RH_Cont_PFCl_3
Pan 2017 2,32.0,0.0,49.679563,-55.48813,55.367587,69,35,63,69,35,63,0.0,82.0,RH_Cont_Par_2
Pan 2017 2,32.0,0.0,56.892222,-31.29763,54.814093,73,47,63,73,47,63,0.0,81.0,RH_Cont_Par_1
Pan 2017 2,32.0,0.0,54.49396,-4.250777,50.687377,72,60,61,72,60,61,0.0,63.0,RH_SomMot_5
Pan 2017 2,32.0,0.0,47.425642,24.55236,43.405489,68,75,57,68,75,57,0.0,86.0,RH_Cont_PFCl_4
Pan 2017 2,32.0,0.0,48.364523,-68.790742,43.829943,69,28,57,69,28,57,0.0,82.0,RH_Cont_Par_2
Pan 2017 2,32.0,0.0,60.374034,-45.136857,46.83679,75,40,59,75,40,59,0.0,81.0,RH_Cont_Par_1
Pan 2017 2,32.0,0.0,63.881777,-20.283019,43.968155,76,52,57,76,52,57,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Pan 2017 2,32.0,0.0,58.80477,7.956438,36.562768,74,66,54,74,66,54,0.0,72.0,RH_DorsAttn_PrCv_1
Pan 2017 2,32.0,0.0,50.694572,36.733251,27.048857,70,81,49,70,81,49,0.0,84.0,RH_Cont_PFCl_2
Pan 2017 2,32.0,0.0,59.420461,-59.030892,33.703702,74,33,52,74,33,52,0.0,90.0,RH_Default_Par_1
Pan 2017 2,32.0,0.0,67.529496,-33.39893,34.901476,78,46,53,78,46,53,0.0,81.0,RH_Cont_Par_1
Pan 2017 2,32.0,0.0,66.866698,-7.182057,29.097902,78,59,50,78,59,50,0.0,62.0,RH_SomMot_4
Pan 2017 2,32.0,0.0,59.485501,21.368661,20.43222,74,73,46,74,73,46,0.0,95.0,RH_Default_PFCv_2
Pan 2017 3,32.0,0.0,28.728704,-53.674235,70.812002,59,36,71,59,36,71,0.0,71.0,RH_DorsAttn_Post_5
Pan 2017 3,32.0,0.0,35.975105,-29.294369,70.733513,62,48,71,62,48,71,0.0,64.0,RH_SomMot_6
Pan 2017 3,32.0,0.0,34.224085,-1.428558,65.558326,62,62,68,62,62,68,0.0,73.0,RH_DorsAttn_FEF_1
Pan 2017 3,32.0,0.0,27.546985,24.618536,58.162993,58,75,65,58,75,65,0.0,98.0,RH_Default_PFCdPFCm_3
Pan 2017 3,32.0,0.0,32.382865,-63.833502,61.618435,61,31,66,61,31,66,0.0,70.0,RH_DorsAttn_Post_4
Pan 2017 3,32.0,0.0,43.341649,-42.837022,63.307232,66,41,67,66,41,67,0.0,69.0,RH_DorsAttn_Post_3
Pan 2017 3,32.0,0.0,47.637075,-17.525517,62.572612,68,54,67,68,54,67,0.0,64.0,RH_SomMot_6
Pan 2017 3,32.0,0.0,42.479156,13.33817,56.744275,66,69,64,66,69,64,0.0,86.0,RH_Cont_PFCl_4
Pan 2017 3,32.0,0.0,33.831989,37.74291,46.075136,61,81,59,61,81,59,0.0,85.0,RH_Cont_PFCl_3
Pan 2017 3,32.0,0.0,49.679563,-55.48813,55.367587,69,35,63,69,35,63,0.0,82.0,RH_Cont_Par_2
Pan 2017 3,32.0,0.0,56.892222,-31.29763,54.814093,73,47,63,73,47,63,0.0,81.0,RH_Cont_Par_1
Pan 2017 3,32.0,0.0,54.49396,-4.250777,50.687377,72,60,61,72,60,61,0.0,63.0,RH_SomMot_5
Pan 2017 3,32.0,0.0,47.425642,24.55236,43.405489,68,75,57,68,75,57,0.0,86.0,RH_Cont_PFCl_4
Pan 2017 3,32.0,0.0,48.364523,-68.790742,43.829943,69,28,57,69,28,57,0.0,82.0,RH_Cont_Par_2
Pan 2017 3,32.0,0.0,60.374034,-45.136857,46.83679,75,40,59,75,40,59,0.0,81.0,RH_Cont_Par_1
Pan 2017 3,32.0,0.0,63.881777,-20.283019,43.968155,76,52,57,76,52,57,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Pan 2017 3,32.0,0.0,58.80477,7.956438,36.562768,74,66,54,74,66,54,0.0,72.0,RH_DorsAttn_PrCv_1
Pan 2017 3,32.0,0.0,50.694572,36.733251,27.048857,70,81,49,70,81,49,0.0,84.0,RH_Cont_PFCl_2
Pan 2017 3,32.0,0.0,59.420461,-59.030892,33.703702,74,33,52,74,33,52,0.0,90.0,RH_Default_Par_1
Pan 2017 3,32.0,0.0,67.529496,-33.39893,34.901476,78,46,53,78,46,53,0.0,81.0,RH_Cont_Par_1
Pan 2017 3,32.0,0.0,66.866698,-7.182057,29.097902,78,59,50,78,59,50,0.0,62.0,RH_SomMot_4
Pan 2017 3,32.0,0.0,59.485501,21.368661,20.43222,74,73,46,74,73,46,0.0,95.0,RH_Default_PFCv_2
Pan 2018 1,13.0,0.0,-61.457686,-62.158902,-6.149225,14,31,32,15,31,32,1.0,16.0,LH_DorsAttn_Post_1
Pan 2018 1,13.0,0.0,-69.38843,-36.629534,-9.140827,10,44,31,11,44,31,1.0,33.0,LH_Limbic_TempPole_2
Pan 2018 1,13.0,0.0,-67.942443,-10.740396,-14.463821,11,57,28,11,57,28,0.0,38.0,LH_Default_Temp_1
