publication,n,sync,x,y,z,i,j,k,i_,j_,k_,dist,atlas_idx,atlas_region
Cheng 2021,198.0,0.0,38.2,63.0,-7.0,64,94,32,64,94,32,0.0,83.0,RH_Cont_PFCl_1
Cheng 2021,198.0,0.0,-45.4,52.6,1.1,22,89,36,22,89,36,0.0,43.0,LH_Default_PFC_2
Cheng 2021,198.0,0.0,-24.4,67.9,8.5,32,96,40,32,96,40,0.0,45.0,LH_Default_PFC_4
Cheng 2021,198.0,0.0,2.1,68.0,9.1,46,97,40,46,96,40,1.0,96.0,RH_Default_PFCdPFCm_1
Cheng 2021,198.0,0.0,26.9,68.0,8.5,58,97,40,58,97,40,0.0,83.0,RH_Cont_PFCl_1
Cheng 2021,198.0,0.0,46.7,53.1,1.7,68,89,36,68,89,36,0.0,83.0,RH_Cont_PFCl_1
Cheng 2021,198.0,0.0,-35.3,57.9,18.7,27,91,45,27,91,45,0.0,27.0,LH_SalVentAttn_PFCl_1
Cheng 2021,198.0,0.0,-12.7,66.8,21.6,38,96,46,38,96,46,0.0,46.0,LH_Default_PFC_5
Cheng 2021,198.0,0.0,14.5,68.0,22.8,52,97,47,52,97,47,0.0,97.0,RH_Default_PFCdPFCm_2
Cheng 2021,198.0,0.0,37.7,58.5,18.5,63,92,45,63,92,45,0.0,83.0,RH_Cont_PFCl_1
Cheng 2021,198.0,0.0,-45.0,41.7,27.4,22,83,49,22,83,49,0.0,35.0,LH_Cont_PFCl_1
Cheng 2021,198.0,0.0,-23.4,56.2,32.7,33,91,52,33,91,52,0.0,46.0,LH_Default_PFC_5
Cheng 2021,198.0,0.0,1.5,59.2,34.1,45,92,53,44,92,53,1.0,46.0,LH_Default_PFC_5
Cheng 2021,198.0,0.0,25.7,57.0,32.9,57,91,52,57,91,52,0.0,85.0,RH_Cont_PFCl_3
Cheng 2021,198.0,0.0,47.1,41.6,27.8,68,83,49,68,83,49,0.0,84.0,RH_Cont_PFCl_2
Cheng 2021,198.0,0.0,-34.5,40.2,41.7,27,83,56,27,83,56,0.0,27.0,LH_SalVentAttn_PFCl_1
Cheng 2021,198.0,0.0,-11.2,50.4,45.4,39,88,58,39,88,58,0.0,46.0,LH_Default_PFC_5
Cheng 2021,198.0,0.0,13.1,50.4,45.7,51,88,58,51,88,58,0.0,97.0,RH_Default_PFCdPFCm_2
Cheng 2021,198.0,0.0,36.2,39.8,42.1,63,82,57,63,82,57,0.0,85.0,RH_Cont_PFCl_3
Cheng 2021,198.0,0.0,73.0,-28.3,9.7,81,48,40,80,48,40,1.0,59.0,RH_SomMot_1
Cheng 2021,198.0,0.0,68.0,-54.3,5.3,79,35,38,78,35,38,1.0,67.0,RH_DorsAttn_Post_1
Cheng 2021,198.0,0.0,49.3,-83.7,-8.3,69,21,31,69,21,31,0.0,53.0,RH_Vis_3
Cheng 2021,198.0,0.0,70.0,-13.3,27.7,80,56,49,79,56,49,1.0,75.0,RH_SalVentAttn_TempOccPar_2
Cheng 2021,198.0,0.0,69.7,-43.0,22.3,79,41,47,79,41,47,0.0,74.0,RH_SalVentAttn_TempOccPar_1
Cheng 2021,198.0,0.0,57.0,-72.7,14.7,73,26,43,73,27,43,1.0,57.0,RH_Vis_7
Cheng 2021,198.0,0.0,37.3,-96.0,1.7,63,15,36,63,15,36,0.0,54.0,RH_Vis_4
Cheng 2021,198.0,0.0,69.0,-28.0,39.0,79,49,55,79,49,55,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Cheng 2021,198.0,0.0,63.0,-56.3,34.3,76,34,53,75,34,53,1.0,90.0,RH_Default_Par_1
Cheng 2021,198.0,0.0,47.7,-82.3,23.3,68,21,47,68,22,47,1.0,67.0,RH_DorsAttn_Post_1
Cheng 2021,198.0,0.0,63.0,-15.0,47.0,76,55,59,76,55,59,0.0,68.0,RH_DorsAttn_Post_2
Cheng 2021,198.0,0.0,63.0,-41.3,49.3,76,42,60,76,42,60,0.0,81.0,RH_Cont_Par_1
Cheng 2021,198.0,0.0,52.0,-71.7,38.7,71,27,55,70,27,55,1.0,82.0,RH_Cont_Par_2
Cheng 2021,198.0,0.0,31.7,-92.7,25.7,60,16,48,60,16,47,1.0,57.0,RH_Vis_7
Cheng 2021,198.0,0.0,56.7,-24.7,57.3,73,50,64,73,50,64,0.0,64.0,RH_SomMot_6
Cheng 2021,198.0,1.0,50.7,-55.3,56.7,70,35,64,70,35,64,0.0,82.0,RH_Cont_Par_2
Cheng 2021,198.0,0.0,33.7,-81.7,45.7,61,22,58,61,22,58,0.0,70.0,RH_DorsAttn_Post_4
Cheng 2021,198.0,0.0,46.0,-10.0,64.0,68,58,68,68,58,67,1.0,64.0,RH_SomMot_6
Cheng 2021,198.0,0.0,44.7,-36.7,67.0,67,44,69,67,44,68,1.0,69.0,RH_DorsAttn_Post_3
Cheng 2021,198.0,0.0,30.7,-63.7,66.7,60,31,69,60,31,69,0.0,70.0,RH_DorsAttn_Post_4
Cheng 2021,198.0,0.0,15.3,-82.7,52.3,52,21,62,52,22,62,1.0,89.0,RH_Cont_pCun_1
Cheng 2021,198.0,0.0,31.7,-18.3,74.0,60,53,73,60,53,73,0.0,64.0,RH_SomMot_6
Cheng 2021,198.0,0.0,24.7,-48.7,75.0,57,38,73,57,38,73,0.0,71.0,RH_DorsAttn_Post_5
Cheng 2021,198.0,0.0,10.3,-71.7,66.0,50,27,69,50,27,68,1.0,71.0,RH_DorsAttn_Post_5
Cui 2012,22.0,0.0,-35.9,62.6,-7.3,27,94,32,27,94,32,0.0,45.0,LH_Default_PFC_4
Cui 2012,22.0,0.0,-12.9,71.5,3.9,38,98,37,38,98,37,0.0,45.0,LH_Default_PFC_4
Cui 2012,22.0,0.0,15.0,71.1,-3.3,52,98,34,52,98,34,0.0,83.0,RH_Cont_PFCl_1
Cui 2012,22.0,0.0,38.2,63.0,-7.0,64,94,32,64,94,32,0.0,83.0,RH_Cont_PFCl_1
Cui 2012,22.0,0.0,-45.4,52.6,1.1,22,89,36,22,89,36,0.0,43.0,LH_Default_PFC_2
Cui 2012,22.0,0.0,-24.4,67.9,8.5,32,96,40,32,96,40,0.0,45.0,LH_Default_PFC_4
Cui 2012,22.0,0.0,2.1,68.0,9.1,46,97,40,46,96,40,1.0,96.0,RH_Default_PFCdPFCm_1
Cui 2012,22.0,0.0,26.9,68.0,8.5,58,97,40,58,97,40,0.0,83.0,RH_Cont_PFCl_1
Cui 2012,22.0,0.0,46.7,53.1,1.7,68,89,36,68,89,36,0.0,83.0,RH_Cont_PFCl_1
Cui 2012,22.0,0.0,-35.3,57.9,18.7,27,91,45,27,91,45,0.0,27.0,LH_SalVentAttn_PFCl_1
Cui 2012,22.0,0.0,-12.7,66.8,21.6,38,96,46,38,96,46,0.0,46.0,LH_Default_PFC_5
Cui 2012,22.0,0.0,14.5,68.0,22.8,52,97,47,52,97,47,0.0,97.0,RH_Default_PFCdPFCm_2
Cui 2012,22.0,0.0,37.7,58.5,18.5,63,92,45,63,92,45,0.0,83.0,RH_Cont_PFCl_1
Cui 2012,22.0,0.0,-45.0,41.7,27.4,22,83,49,22,83,49,0.0,35.0,LH_Cont_PFCl_1
Cui 2012,22.0,0.0,-23.4,56.2,32.7,33,91,52,33,91,52,0.0,46.0,LH_Default_PFC_5
Cui 2012,22.0,0.0,1.5,59.2,34.1,45,92,53,44,92,53,1.0,46.0,LH_Default_PFC_5
Cui 2012,22.0,1.0,25.7,57.0,32.9,57,91,52,57,91,52,0.0,85.0,RH_Cont_PFCl_3
Cui 2012,22.0,0.0,47.1,41.6,27.8,68,83,49,68,83,49,0.0,84.0,RH_Cont_PFCl_2
Cui 2012,22.0,0.0,-34.5,40.2,41.7,27,83,56,27,83,56,0.0,27.0,LH_SalVentAttn_PFCl_1
Cui 2012,22.0,0.0,-11.2,50.4,45.4,39,88,58,39,88,58,0.0,46.0,LH_Default_PFC_5
Cui 2012,22.0,0.0,13.1,50.4,45.7,51,88,58,51,88,58,0.0,97.0,RH_Default_PFCdPFCm_2
Cui 2012,22.0,0.0,36.2,39.8,42.1,63,82,57,63,82,57,0.0,85.0,RH_Cont_PFCl_3
Duan 2020 1,40.0,0.0,13.1,50.4,45.7,51,88,58,51,88,58,0.0,97.0,RH_Default_PFCdPFCm_2
Duan 2020 1,40.0,0.0,-11.2,50.4,45.4,39,88,58,39,88,58,0.0,46.0,LH_Default_PFC_5
Duan 2020 1,40.0,0.0,25.7,57.0,32.9,57,91,52,57,91,52,0.0,85.0,RH_Cont_PFCl_3
Duan 2020 1,40.0,0.0,1.5,59.2,34.1,45,92,53,44,92,53,1.0,46.0,LH_Default_PFC_5
Duan 2020 1,40.0,0.0,-23.4,56.2,32.7,33,91,52,33,91,52,0.0,46.0,LH_Default_PFC_5
Duan 2020 1,40.0,0.0,14.5,68.0,22.8,52,97,47,52,97,47,0.0,97.0,RH_Default_PFCdPFCm_2
Duan 2020 1,40.0,0.0,-12.7,66.8,21.6,38,96,46,38,96,46,0.0,46.0,LH_Default_PFC_5
Duan 2020 1,40.0,0.0,26.9,68.0,8.5,58,97,40,58,97,40,0.0,83.0,RH_Cont_PFCl_1
Duan 2020 1,40.0,0.0,2.1,68.0,9.1,46,97,40,46,96,40,1.0,96.0,RH_Default_PFCdPFCm_1
Duan 2020 1,40.0,1.0,-24.4,67.9,8.5,32,96,40,32,96,40,0.0,45.0,LH_Default_PFC_4
Duan 2020 1,40.0,0.0,15.0,71.1,-3.3,52,98,34,52,98,34,0.0,83.0,RH_Cont_PFCl_1
Duan 2020 1,40.0,0.0,-12.9,71.5,3.9,38,98,37,38,98,37,0.0,45.0,LH_Default_PFC_4
Duan 2020 1,40.0,0.0,50.7,-55.3,56.7,70,35,64,70,35,64,0.0,82.0,RH_Cont_Par_2
Duan 2020 1,40.0,0.0,52.0,-71.7,38.7,71,27,55,70,27,55,1.0,82.0,RH_Cont_Par_2
Duan 2020 1,40.0,0.0,63.0,-41.3,49.3,76,42,60,76,42,60,0.0,81.0,RH_Cont_Par_1
Duan 2020 1,40.0,1.0,63.0,-56.3,34.3,76,34,53,75,34,53,1.0,90.0,RH_Default_Par_1
Duan 2020 1,40.0,0.0,57.0,-72.7,14.7,73,26,43,73,27,43,1.0,57.0,RH_Vis_7
Duan 2020 1,40.0,0.0,69.7,-43.0,22.3,79,41,47,79,41,47,0.0,74.0,RH_SalVentAttn_TempOccPar_1
Duan 2020 1,40.0,0.0,68.0,-54.3,5.3,79,35,38,78,35,38,1.0,67.0,RH_DorsAttn_Post_1
Duan 2020 2,44.0,0.0,13.1,50.4,45.7,51,88,58,51,88,58,0.0,97.0,RH_Default_PFCdPFCm_2
Duan 2020 2,44.0,0.0,-11.2,50.4,45.4,39,88,58,39,88,58,0.0,46.0,LH_Default_PFC_5
Duan 2020 2,44.0,0.0,25.7,57.0,32.9,57,91,52,57,91,52,0.0,85.0,RH_Cont_PFCl_3
Duan 2020 2,44.0,0.0,1.5,59.2,34.1,45,92,53,44,92,53,1.0,46.0,LH_Default_PFC_5
Duan 2020 2,44.0,0.0,-23.4,56.2,32.7,33,91,52,33,91,52,0.0,46.0,LH_Default_PFC_5
Duan 2020 2,44.0,0.0,14.5,68.0,22.8,52,97,47,52,97,47,0.0,97.0,RH_Default_PFCdPFCm_2
Duan 2020 2,44.0,0.0,-12.7,66.8,21.6,38,96,46,38,96,46,0.0,46.0,LH_Default_PFC_5
Duan 2020 2,44.0,0.0,26.9,68.0,8.5,58,97,40,58,97,40,0.0,83.0,RH_Cont_PFCl_1
Duan 2020 2,44.0,0.0,2.1,68.0,9.1,46,97,40,46,96,40,1.0,96.0,RH_Default_PFCdPFCm_1
Duan 2020 2,44.0,0.0,-24.4,67.9,8.5,32,96,40,32,96,40,0.0,45.0,LH_Default_PFC_4
Duan 2020 2,44.0,0.0,15.0,71.1,-3.3,52,98,34,52,98,34,0.0,83.0,RH_Cont_PFCl_1
Duan 2020 2,44.0,0.0,-12.9,71.5,3.9,38,98,37,38,98,37,0.0,45.0,LH_Default_PFC_4
Duan 2020 2,44.0,0.0,50.7,-55.3,56.7,70,35,64,70,35,64,0.0,82.0,RH_Cont_Par_2
Duan 2020 2,44.0,0.0,52.0,-71.7,38.7,71,27,55,70,27,55,1.0,82.0,RH_Cont_Par_2
Duan 2020 2,44.0,0.0,63.0,-41.3,49.3,76,42,60,76,42,60,0.0,81.0,RH_Cont_Par_1
Duan 2020 2,44.0,0.0,63.0,-56.3,34.3,76,34,53,75,34,53,1.0,90.0,RH_Default_Par_1
Duan 2020 2,44.0,0.0,57.0,-72.7,14.7,73,26,43,73,27,43,1.0,57.0,RH_Vis_7
Duan 2020 2,44.0,0.0,69.7,-43.0,22.3,79,41,47,79,41,47,0.0,74.0,RH_SalVentAttn_TempOccPar_1
Duan 2020 2,44.0,0.0,68.0,-54.3,5.3,79,35,38,78,35,38,1.0,67.0,RH_DorsAttn_Post_1
Feng 2020,60.0,0.0,-35.9,62.6,-7.3,27,94,32,27,94,32,0.0,45.0,LH_Default_PFC_4
Feng 2020,60.0,0.0,-12.9,71.5,3.9,38,98,37,38,98,37,0.0,45.0,LH_Default_PFC_4
Feng 2020,60.0,0.0,15.0,71.1,-3.3,52,98,34,52,98,34,0.0,83.0,RH_Cont_PFCl_1
Feng 2020,60.0,0.0,38.2,63.0,-7.0,64,94,32,64,94,32,0.0,83.0,RH_Cont_PFCl_1
Feng 2020,60.0,0.0,-45.4,52.6,1.1,22,89,36,22,89,36,0.0,43.0,LH_Default_PFC_2
Feng 2020,60.0,0.0,-24.4,67.9,8.5,32,96,40,32,96,40,0.0,45.0,LH_Default_PFC_4
Feng 2020,60.0,0.0,2.1,68.0,9.1,46,97,40,46,96,40,1.0,96.0,RH_Default_PFCdPFCm_1
Feng 2020,60.0,0.0,26.9,68.0,8.5,58,97,40,58,97,40,0.0,83.0,RH_Cont_PFCl_1
Feng 2020,60.0,0.0,46.7,53.1,1.7,68,89,36,68,89,36,0.0,83.0,RH_Cont_PFCl_1
Feng 2020,60.0,0.0,-35.3,57.9,18.7,27,91,45,27,91,45,0.0,27.0,LH_SalVentAttn_PFCl_1
Feng 2020,60.0,0.0,-12.7,66.8,21.6,38,96,46,38,96,46,0.0,46.0,LH_Default_PFC_5
Feng 2020,60.0,0.0,14.5,68.0,22.8,52,97,47,52,97,47,0.0,97.0,RH_Default_PFCdPFCm_2
Feng 2020,60.0,1.0,37.7,58.5,18.5,63,92,45,63,92,45,0.0,83.0,RH_Cont_PFCl_1
Feng 2020,60.0,0.0,-45.0,41.7,27.4,22,83,49,22,83,49,0.0,35.0,LH_Cont_PFCl_1
Feng 2020,60.0,0.0,-23.4,56.2,32.7,33,91,52,33,91,52,0.0,46.0,LH_Default_PFC_5
Feng 2020,60.0,0.0,1.5,59.2,34.1,45,92,53,44,92,53,1.0,46.0,LH_Default_PFC_5
Feng 2020,60.0,0.0,25.7,57.0,32.9,57,91,52,57,91,52,0.0,85.0,RH_Cont_PFCl_3
Feng 2020,60.0,0.0,47.1,41.6,27.8,68,83,49,68,83,49,0.0,84.0,RH_Cont_PFCl_2
Feng 2020,60.0,0.0,-34.5,40.2,41.7,27,83,56,27,83,56,0.0,27.0,LH_SalVentAttn_PFCl_1
Feng 2020,60.0,0.0,-11.2,50.4,45.4,39,88,58,39,88,58,0.0,46.0,LH_Default_PFC_5
Feng 2020,60.0,0.0,13.1,50.4,45.7,51,88,58,51,88,58,0.0,97.0,RH_Default_PFCdPFCm_2
Feng 2020,60.0,0.0,36.2,39.8,42.1,63,82,57,63,82,57,0.0,85.0,RH_Cont_PFCl_3
Fronda & Balconi 2020,34.0,0.0,-45.0,34.0,42.0,22,80,57,23,79,56,1.7320508075688772,35.0,LH_Cont_PFCl_1
Fronda & Balconi 2020,34.0,1.0,-37.0,18.0,59.0,26,72,65,26,72,65,0.0,47.0,LH_Default_PFC_6
Fronda & Balconi 2020,34.0,0.0,38.0,17.0,29.0,64,71,50,64,71,50,0.0,72.0,RH_DorsAttn_PrCv_1
Fronda & Balconi 2020,34.0,0.0,37.0,14.0,55.0,63,70,63,63,70,63,0.0,98.0,RH_Default_PFCdPFCm_3
Fronda & Balconi 2020,34.0,0.0,-19.0,41.0,36.0,35,83,54,35,83,54,0.0,27.0,LH_SalVentAttn_PFCl_1
Fronda & Balconi 2020,34.0,0.0,-20.0,33.0,59.0,35,79,65,35,79,65,0.0,46.0,LH_Default_PFC_5
Fronda & Balconi 2020,34.0,0.0,25.0,38.0,37.0,57,82,54,57,82,54,0.0,98.0,RH_Default_PFCdPFCm_3
Fronda & Balconi 2020,34.0,0.0,15.0,22.0,46.0,52,74,59,50,73,59,2.23606797749979,78.0,RH_SalVentAttn_Med_2
Hou 2020,17.0,0.0,-61.5,-62.2,-6.1,14,31,32,15,31,32,1.0,16.0,LH_DorsAttn_Post_1
Hou 2020,17.0,0.0,-69.4,-36.6,-9.1,10,44,31,11,44,31,1.0,33.0,LH_Limbic_TempPole_2
Hou 2020,17.0,0.0,-67.9,-10.7,-14.5,11,57,28,11,57,28,0.0,38.0,LH_Default_Temp_1
Hou 2020,17.0,0.0,-56.7,11.7,-20.0,16,68,26,17,68,26,1.0,38.0,LH_Default_Temp_1
Hou 2020,17.0,0.0,-55.1,-74.2,8.4,17,25,40,18,25,40,1.0,7.0,LH_Vis_7
Hou 2020,17.0,1.0,-67.2,-49.6,7.0,11,38,39,11,38,38,1.0,40.0,LH_Default_Par_1
Hou 2020,17.0,0.0,-69.3,-22.9,2.5,10,51,37,11,51,37,1.0,10.0,LH_SomMot_1
Hou 2020,17.0,0.0,-61.9,2.8,-0.7,14,64,35,14,64,35,0.0,10.0,LH_SomMot_1
Hou 2020,17.0,0.0,-53.7,35.8,-4.3,18,80,33,18,80,33,0.0,43.0,LH_Default_PFC_2
Hou 2020,17.0,0.0,-61.4,-59.7,22.8,14,33,47,14,33,47,0.0,41.0,LH_Default_Par_2
Hou 2020,17.0,0.0,-68.1,-35.0,21.4,10,45,46,11,45,45,1.4142135623730951,10.0,LH_SomMot_1
Hou 2020,17.0,0.0,-65.8,-7.4,18.4,12,59,45,12,59,45,0.0,13.0,LH_SomMot_4
Hou 2020,17.0,0.0,-58.4,21.7,12.6,15,73,42,16,73,42,1.0,43.0,LH_Default_PFC_2
Hou 2020,17.0,0.0,-52.0,-70.2,36.9,19,27,54,19,27,54,0.0,41.0,LH_Default_Par_2
Hou 2020,17.0,0.0,-63.1,-46.4,36.5,13,39,54,13,39,54,0.0,24.0,LH_SalVentAttn_ParOper_1
Hou 2020,17.0,0.0,-65.8,-19.9,33.6,12,53,52,12,53,52,0.0,17.0,LH_DorsAttn_Post_2
Hou 2020,17.0,0.0,-60.7,8.4,27.6,14,67,49,14,67,49,0.0,12.0,LH_SomMot_3
Hou 2020,17.0,0.0,-50.7,37.0,21.3,19,81,46,19,81,46,0.0,35.0,LH_Cont_PFCl_1
Hou 2020,17.0,0.0,-54.2,-56.5,47.9,17,34,59,17,34,59,0.0,41.0,LH_Default_Par_2
Hou 2020,17.0,0.0,-61.9,-33.1,46.5,14,46,59,14,46,59,0.0,17.0,LH_DorsAttn_Post_2
Hou 2020,17.0,0.0,-59.3,-5.5,42.8,15,60,57,15,60,57,0.0,13.0,LH_SomMot_4
Hou 2020,17.0,0.0,-50.4,23.4,36.8,19,74,54,19,74,54,0.0,35.0,LH_Cont_PFCl_1
Hou 2020,17.0,0.0,55.7,17.8,-16.9,72,71,27,72,71,27,0.0,92.0,RH_Default_Temp_2
Hou 2020,17.0,0.0,67.6,-5.9,-13.5,78,60,29,78,60,29,0.0,91.0,RH_Default_Temp_1
Hou 2020,17.0,0.0,71.3,-30.7,-9.2,80,47,31,80,47,31,0.0,91.0,RH_Default_Temp_1
Hou 2020,17.0,0.0,64.3,-56.3,-7.5,77,34,32,77,34,32,0.0,67.0,RH_DorsAttn_Post_1
Hou 2020,17.0,1.0,54.7,39.9,-3.8,72,82,34,72,82,34,0.0,95.0,RH_Default_PFCv_2
Hou 2020,17.0,0.0,61.8,7.5,1.2,75,66,36,75,66,36,0.0,59.0,RH_SomMot_1
Hou 2020,17.0,0.0,70.6,-17.2,3.7,80,54,37,80,54,37,0.0,59.0,RH_SomMot_1
Hou 2020,17.0,0.0,69.6,-43.5,6.2,79,41,39,79,41,39,0.0,74.0,RH_SalVentAttn_TempOccPar_1
Hou 2020,17.0,0.0,57.9,-68.4,7.0,73,28,39,73,28,39,0.0,53.0,RH_Vis_3
Hou 2020,17.0,1.0,58.6,27.0,13.3,74,76,42,74,76,42,0.0,95.0,RH_Default_PFCv_2
Hou 2020,17.0,1.0,66.5,-2.3,18.4,78,61,45,78,61,45,0.0,62.0,RH_SomMot_4
Hou 2020,17.0,0.0,69.1,-29.4,21.1,79,48,46,79,48,46,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Hou 2020,17.0,0.0,63.3,-54.6,21.9,76,35,46,76,35,46,0.0,90.0,RH_Default_Par_1
Hou 2020,17.0,0.0,50.1,41.1,22.9,70,83,47,70,83,47,0.0,84.0,RH_Cont_PFCl_2
Hou 2020,17.0,0.0,60.9,12.9,28.1,75,69,50,75,69,50,0.0,72.0,RH_DorsAttn_PrCv_1
Hou 2020,17.0,0.0,67.0,-15.4,32.8,78,55,52,78,55,52,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Hou 2020,17.0,0.0,65.3,-41.3,36.1,77,42,54,77,42,54,0.0,81.0,RH_Cont_Par_1
Hou 2020,17.0,0.0,54.3,-65.8,35.8,72,30,53,72,30,53,0.0,82.0,RH_Cont_Par_2
Hou 2020,17.0,0.0,49.6,27.5,37.8,69,76,54,69,76,54,0.0,86.0,RH_Cont_PFCl_4
Hou 2020,17.0,0.0,59.5,-0.5,42.4,74,62,57,74,62,57,0.0,62.0,RH_SomMot_4
Hou 2020,17.0,0.0,63.7,-28.7,46.7,76,48,59,76,48,59,0.0,81.0,RH_Cont_Par_1
Hou 2020,17.0,0.0,56.6,-52.6,48.0,73,36,60,73,36,60,0.0,90.0,RH_Default_Par_1
Hu 2017,70.0,0.0,-35.9,62.6,-7.3,27,94,32,27,94,32,0.0,45.0,LH_Default_PFC_4
Hu 2017,70.0,0.0,-12.9,71.5,3.9,38,98,37,38,98,37,0.0,45.0,LH_Default_PFC_4
Hu 2017,70.0,0.0,15.0,71.1,-3.3,52,98,34,52,98,34,0.0,83.0,RH_Cont_PFCl_1
Hu 2017,70.0,0.0,38.2,63.0,-7.0,64,94,32,64,94,32,0.0,83.0,RH_Cont_PFCl_1
Hu 2017,70.0,1.0,-45.4,52.6,1.1,22,89,36,22,89,36,0.0,43.0,LH_Default_PFC_2
Hu 2017,70.0,0.0,-24.4,67.9,8.5,32,96,40,32,96,40,0.0,45.0,LH_Default_PFC_4
Hu 2017,70.0,0.0,2.1,68.0,9.1,46,97,40,46,96,40,1.0,96.0,RH_Default_PFCdPFCm_1
Hu 2017,70.0,0.0,26.9,68.0,8.5,58,97,40,58,97,40,0.0,83.0,RH_Cont_PFCl_1
Hu 2017,70.0,0.0,46.7,53.1,1.7,68,89,36,68,89,36,0.0,83.0,RH_Cont_PFCl_1
Hu 2017,70.0,0.0,-35.3,57.9,18.7,27,91,45,27,91,45,0.0,27.0,LH_SalVentAttn_PFCl_1
Hu 2017,70.0,0.0,-12.7,66.8,21.6,38,96,46,38,96,46,0.0,46.0,LH_Default_PFC_5
Hu 2017,70.0,0.0,14.5,68.0,22.8,52,97,47,52,97,47,0.0,97.0,RH_Default_PFCdPFCm_2
Hu 2017,70.0,0.0,37.7,58.5,18.5,63,92,45,63,92,45,0.0,83.0,RH_Cont_PFCl_1
Hu 2017,70.0,0.0,-45.0,41.7,27.4,22,83,49,22,83,49,0.0,35.0,LH_Cont_PFCl_1
Hu 2017,70.0,0.0,-23.4,56.2,32.7,33,91,52,33,91,52,0.0,46.0,LH_Default_PFC_5
Hu 2017,70.0,0.0,1.5,59.2,34.1,45,92,53,44,92,53,1.0,46.0,LH_Default_PFC_5
Hu 2017,70.0,0.0,25.7,57.0,32.9,57,91,52,57,91,52,0.0,85.0,RH_Cont_PFCl_3
Hu 2017,70.0,0.0,47.1,41.6,27.8,68,83,49,68,83,49,0.0,84.0,RH_Cont_PFCl_2
Hu 2017,70.0,0.0,-34.5,40.2,41.7,27,83,56,27,83,56,0.0,27.0,LH_SalVentAttn_PFCl_1
Hu 2017,70.0,0.0,-11.2,50.4,45.4,39,88,58,39,88,58,0.0,46.0,LH_Default_PFC_5
Hu 2017,70.0,0.0,13.1,50.4,45.7,51,88,58,51,88,58,0.0,97.0,RH_Default_PFCdPFCm_2
Hu 2017,70.0,0.0,36.2,39.8,42.1,63,82,57,63,82,57,0.0,85.0,RH_Cont_PFCl_3
Koide & Shimada 2018,64.0,0.0,-14.0,3.01,54.0,38,64,63,40,64,63,2.0,30.0,LH_SalVentAttn_Med_3
Koide & Shimada 2018,64.0,1.0,-26.99,-12.0,78.0,31,57,75,31,57,73,2.0,14.0,LH_SomMot_5
Koide & Shimada 2018,64.0,0.0,-26.0,-36.0,78.99,32,45,75,32,45,74,1.0,15.0,LH_SomMot_6
Koide & Shimada 2018,64.0,0.0,-23.01,20.0,56.0,33,73,64,33,73,64,0.0,48.0,LH_Default_PFC_7
Koide & Shimada 2018,64.0,0.0,-24.33666667,-2.0,52.66666667,32,62,62,32,62,62,0.0,23.0,LH_DorsAttn_FEF_1
Koide & Shimada 2018,64.0,0.0,-35.33333333,-25.33333333,64.33,27,50,68,27,50,68,0.0,14.0,LH_SomMot_5
Koide & Shimada 2018,64.0,1.0,-29.66333333,-44.99666667,60.33666667,30,40,66,30,40,66,0.0,21.0,LH_DorsAttn_Post_6
Koide & Shimada 2018,64.0,0.0,-41.495,11.0,54.505,24,68,63,24,68,63,0.0,47.0,LH_Default_PFC_6
Koide & Shimada 2018,64.0,0.0,-45.33333333,-12.66666667,58.99666667,22,56,65,22,56,65,0.0,14.0,LH_SomMot_5
Koide & Shimada 2018,64.0,0.0,-28.0,-29.01,46.0,31,48,59,31,49,61,2.23606797749979,14.0,LH_SomMot_5
Koide & Shimada 2018,64.0,0.0,-49.99333333,23.33333333,40.33666667,20,74,56,20,74,56,0.0,47.0,LH_Default_PFC_6
Koide & Shimada 2018,64.0,0.0,-41.66333333,-2.666666667,42.00666667,24,61,57,24,61,58,1.0,23.0,LH_DorsAttn_FEF_1
Koide & Shimada 2018,64.0,0.0,-37.33333333,-25.33333333,37.67,26,50,54,25,49,55,1.7320508075688772,19.0,LH_DorsAttn_Post_4
Koide & Shimada 2018,64.0,0.0,-52.99,-50.0,52.0,18,38,62,18,38,62,0.0,41.0,LH_Default_Par_2
Koide & Shimada 2018,64.0,0.0,-46.0,12.33,30.66666667,22,69,51,22,69,51,0.0,22.0,LH_DorsAttn_PrCv_1
Koide & Shimada 2018,64.0,0.0,-48.495,-14.0,38.505,20,56,55,20,56,55,0.0,13.0,LH_SomMot_4
Koide & Shimada 2018,64.0,0.0,-58.99,-34.0,42.0,15,46,57,15,46,57,0.0,24.0,LH_SalVentAttn_ParOper_1
Koide & Shimada 2018,64.0,0.0,-44.99666667,22.0,23.33333333,22,74,47,22,74,47,0.0,35.0,LH_Cont_PFCl_1
Koide & Shimada 2018,64.0,0.0,-48.33,3.333333333,27.33333333,20,64,49,20,64,49,0.0,22.0,LH_DorsAttn_PrCv_1
Koide & Shimada 2018,64.0,0.0,-51.33333333,-23.00333333,31.33333333,19,51,51,18,51,51,1.0,17.0,LH_DorsAttn_Post_2
Koide & Shimada 2018,64.0,0.0,-51.66333333,-50.00666667,27.33333333,19,37,49,19,37,49,0.0,41.0,LH_Default_Par_2
Koide & Shimada 2018,64.0,0.0,-48.99666667,10.66666667,17.33333333,20,68,44,20,68,44,0.0,22.0,LH_DorsAttn_PrCv_1
